CatID,Date,Water(ml),Food(g),Urination,Defecation,Vomiting,Diarrhea,Weight(kg)
pancreatitis_cat_01,2025-09-26,134.9,51.6,1,1,3,0,2.55
pancreatitis_cat_01,2025-09-27,80.3,50.4,3,0,1,2,2.45
pancreatitis_cat_01,2025-09-28,85.8,21.7,3,1,3,0,2.35
pancreatitis_cat_01,2025-09-29,96.5,20.1,3,0,3,0,2.25
pancreatitis_cat_01,2025-09-30,115.3,35.6,3,0,2,2,2.2
pancreatitis_cat_02,2025-09-01,52.1,30.0,3,1,3,2,4.4
pancreatitis_cat_02,2025-09-02,52.2,36.5,2,0,0,2,4.35
pancreatitis_cat_02,2025-09-03,130.3,40.4,1,0,2,2,4.3
pancreatitis_cat_02,2025-09-04,103.1,52.3,1,0,1,2,4.25
pancreatitis_cat_02,2025-09-05,80.2,55.1,2,0,1,0,4.2
pancreatitis_cat_02,2025-09-06,98.5,45.6,2,1,1,1,4.15
pancreatitis_cat_02,2025-09-07,68.8,31.9,3,0,0,0,4.05
pancreatitis_cat_02,2025-09-08,112.1,31.5,3,1,1,0,4.0
pancreatitis_cat_02,2025-09-09,145.5,24.2,2,0,1,0,3.95
pancreatitis_cat_02,2025-09-10,96.0,56.0,3,0,3,2,3.85
pancreatitis_cat_02,2025-09-11,133.8,41.4,2,1,1,2,3.8
pancreatitis_cat_02,2025-09-12,63.0,37.3,1,0,2,0,3.75
pancreatitis_cat_02,2025-09-13,140.2,57.5,3,0,3,1,3.7
pancreatitis_cat_02,2025-09-14,145.6,54.8,2,0,3,0,3.65
pancreatitis_cat_02,2025-09-15,120.5,44.6,1,1,0,2,3.6
pancreatitis_cat_02,2025-09-16,144.7,42.9,1,1,3,1,3.55
pancreatitis_cat_02,2025-09-17,148.2,49.6,1,1,2,0,3.45
pancreatitis_cat_02,2025-09-18,87.5,31.7,1,0,2,1,3.4
pancreatitis_cat_02,2025-09-19,130.9,51.7,2,0,1,0,3.3
pancreatitis_cat_02,2025-09-20,70.1,42.4,3,0,3,0,3.25
pancreatitis_cat_02,2025-09-21,79.2,38.7,2,0,2,1,3.15
pancreatitis_cat_02,2025-09-22,113.7,32.1,3,0,3,2,3.1
pancreatitis_cat_02,2025-09-23,116.2,32.3,2,1,2,1,3.05
pancreatitis_cat_02,2025-09-24,66.6,28.3,2,0,1,0,2.95
pancreatitis_cat_02,2025-09-25,116.0,46.5,1,0,1,0,2.9
pancreatitis_cat_02,2025-09-26,58.5,30.0,1,0,1,2,2.8
pancreatitis_cat_02,2025-09-27,64.7,51.4,3,1,3,1,2.75
pancreatitis_cat_02,2025-09-28,69.9,37.0,3,1,2,1,2.65
pancreatitis_cat_02,2025-09-29,79.0,44.0,3,1,1,1,2.55
pancreatitis_cat_02,2025-09-30,50.4,36.7,1,0,3,0,2.45
pancreatitis_cat_03,2025-09-01,130.5,34.5,1,0,1,1,4.45
pancreatitis_cat_03,2025-09-02,141.4,26.3,1,0,2,1,4.4
pancreatitis_cat_03,2025-09-03,116.3,28.8,2,0,2,1,4.3
pancreatitis_cat_03,2025-09-04,105.0,51.7,3,0,2,1,4.25
pancreatitis_cat_03,2025-09-05,136.1,28.1,3,0,1,2,4.15
pancreatitis_cat_03,2025-09-06,125.0,36.4,1,0,0,2,4.05
pancreatitis_cat_03,2025-09-07,100.7,40.3,1,1,3,1,3.95
pancreatitis_cat_03,2025-09-08,80.5,27.2,3,0,3,0,3.85
pancreatitis_cat_03,2025-09-09,147.1,33.7,3,0,3,0,3.75
pancreatitis_cat_03,2025-09-10,56.9,49.8,1,0,2,2,3.65
pancreatitis_cat_03,2025-09-11,128.6,39.1,3,0,1,0,3.55
pancreatitis_cat_03,2025-09-12,126.0,44.1,1,1,3,0,3.45
pancreatitis_cat_03,2025-09-13,63.0,57.4,1,1,3,0,3.4
pancreatitis_cat_03,2025-09-14,101.9,20.7,2,0,0,2,3.35
pancreatitis_cat_03,2025-09-15,84.7,59.5,1,0,0,2,3.25
pancreatitis_cat_03,2025-09-16,84.7,39.0,2,1,2,1,3.15
pancreatitis_cat_03,2025-09-17,125.0,30.7,1,1,0,2,3.1
pancreatitis_cat_03,2025-09-18,85.9,39.6,3,1,0,1,3.05
pancreatitis_cat_03,2025-09-19,134.8,42.9,2,0,2,0,3.0
pancreatitis_cat_03,2025-09-20,111.8,47.0,3,0,0,1,2.95
pancreatitis_cat_03,2025-09-21,129.4,38.2,1,0,3,1,2.85
pancreatitis_cat_03,2025-09-22,134.6,52.4,3,0,3,1,2.8
pancreatitis_cat_03,2025-09-23,51.4,39.1,3,0,0,0,2.75
pancreatitis_cat_03,2025-09-24,112.1,57.0,1,0,3,1,2.65
pancreatitis_cat_03,2025-09-25,93.4,51.6,3,1,2,0,2.6
pancreatitis_cat_03,2025-09-26,104.2,50.9,3,0,0,2,2.5
pancreatitis_cat_03,2025-09-27,145.5,34.1,2,0,1,1,2.45
pancreatitis_cat_03,2025-09-28,91.7,55.9,3,1,0,1,2.35
pancreatitis_cat_03,2025-09-29,143.0,33.8,1,0,3,1,2.25
pancreatitis_cat_03,2025-09-30,127.0,58.5,3,1,1,0,2.2
pancreatitis_cat_04,2025-09-01,123.9,57.1,3,0,1,2,4.4
pancreatitis_cat_04,2025-09-02,63.1,54.3,1,0,1,0,4.3
pancreatitis_cat_04,2025-09-03,107.5,50.7,1,0,3,1,4.25
pancreatitis_cat_04,2025-09-04,68.1,28.9,3,1,3,1,4.15
pancreatitis_cat_04,2025-09-05,64.5,26.3,3,1,0,2,4.05
pancreatitis_cat_04,2025-09-06,76.8,35.8,1,0,1,2,3.95
pancreatitis_cat_04,2025-09-07,72.2,24.9,1,0,3,0,3.85
pancreatitis_cat_04,2025-09-08,86.1,50.6,2,1,0,2,3.75
pancreatitis_cat_04,2025-09-09,144.4,57.9,1,0,2,1,3.65
pancreatitis_cat_04,2025-09-10,90.4,26.5,1,1,1,0,3.55
pancreatitis_cat_04,2025-09-11,100.7,57.6,2,1,0,2,3.45
pancreatitis_cat_04,2025-09-12,146.0,52.1,2,1,1,1,3.35
pancreatitis_cat_04,2025-09-13,89.6,52.0,3,1,3,2,3.25
pancreatitis_cat_04,2025-09-14,118.5,21.6,2,1,2,1,3.2
pancreatitis_cat_04,2025-09-15,144.3,24.8,1,1,2,2,3.1
pancreatitis_cat_04,2025-09-16,56.6,45.3,2,0,3,2,3.05
pancreatitis_cat_04,2025-09-17,106.8,54.2,2,1,1,2,3.0
pancreatitis_cat_04,2025-09-18,53.2,43.4,2,0,2,2,2.9
pancreatitis_cat_04,2025-09-19,79.2,29.9,1,1,3,1,2.85
pancreatitis_cat_04,2025-09-20,147.1,39.3,3,0,1,2,2.75
pancreatitis_cat_04,2025-09-21,84.7,48.2,1,0,0,1,2.65
pancreatitis_cat_04,2025-09-22,133.6,25.7,2,1,3,1,2.6
pancreatitis_cat_04,2025-09-23,59.6,20.8,1,0,2,1,2.55
pancreatitis_cat_04,2025-09-24,80.9,25.2,2,0,3,2,2.5
pancreatitis_cat_04,2025-09-25,123.7,30.5,2,0,0,2,2.4
pancreatitis_cat_04,2025-09-26,65.7,25.7,3,0,1,2,2.35
pancreatitis_cat_04,2025-09-27,54.1,30.6,2,1,3,2,2.25
pancreatitis_cat_04,2025-09-28,68.2,21.1,1,0,0,1,2.15
pancreatitis_cat_04,2025-09-29,105.9,40.5,3,0,3,2,2.1
pancreatitis_cat_04,2025-09-30,121.3,30.2,1,1,3,1,2.0
pancreatitis_cat_05,2025-09-01,84.2,48.4,2,1,1,0,4.4
pancreatitis_cat_05,2025-09-02,125.4,35.6,2,1,3,2,4.3
pancreatitis_cat_05,2025-09-03,103.5,46.9,1,0,0,1,4.2
pancreatitis_cat_05,2025-09-04,104.2,54.8,2,1,3,0,4.1
pancreatitis_cat_05,2025-09-05,62.8,24.4,2,1,2,1,4.05
pancreatitis_cat_05,2025-09-06,90.8,20.2,3,1,2,2,3.95
pancreatitis_cat_05,2025-09-07,98.3,58.9,1,1,1,1,3.9
pancreatitis_cat_05,2025-09-08,52.2,29.0,2,1,2,1,3.85
pancreatitis_cat_05,2025-09-09,83.2,23.7,2,1,3,0,3.75
pancreatitis_cat_05,2025-09-10,132.5,20.0,2,0,2,2,3.7
pancreatitis_cat_05,2025-09-11,69.6,57.0,1,1,0,1,3.65
pancreatitis_cat_05,2025-09-12,80.2,28.0,3,1,1,1,3.6
pancreatitis_cat_05,2025-09-13,127.4,46.7,3,0,3,2,3.55
pancreatitis_cat_05,2025-09-14,59.8,24.5,2,0,3,0,3.45
pancreatitis_cat_05,2025-09-15,83.1,25.5,1,1,3,1,3.35
pancreatitis_cat_05,2025-09-16,147.3,38.3,1,0,0,2,3.25
pancreatitis_cat_05,2025-09-17,107.4,24.2,1,0,0,1,3.15
pancreatitis_cat_05,2025-09-18,64.2,31.9,2,0,1,2,3.05
pancreatitis_cat_05,2025-09-19,103.5,49.0,2,1,2,1,2.95
pancreatitis_cat_05,2025-09-20,145.0,46.1,2,1,2,1,2.85
pancreatitis_cat_05,2025-09-21,135.6,51.1,2,0,0,2,2.8
pancreatitis_cat_05,2025-09-22,136.1,50.6,1,1,0,1,2.7
pancreatitis_cat_05,2025-09-23,138.3,53.4,3,0,0,1,2.65
pancreatitis_cat_05,2025-09-24,71.4,43.9,2,1,1,1,2.55
pancreatitis_cat_05,2025-09-25,142.7,35.1,2,0,2,2,2.45
pancreatitis_cat_05,2025-09-26,82.3,58.2,1,1,1,2,2.35
pancreatitis_cat_05,2025-09-27,61.1,51.1,2,0,0,2,2.3
pancreatitis_cat_05,2025-09-28,146.8,34.0,1,1,2,0,2.2
pancreatitis_cat_05,2025-09-29,128.2,45.8,3,0,2,1,2.15
pancreatitis_cat_05,2025-09-30,51.6,43.5,3,1,2,0,2.1
pancreatitis_cat_06,2025-09-01,116.4,26.4,3,1,3,2,4.4
pancreatitis_cat_06,2025-09-02,82.5,26.9,2,1,0,2,4.35
pancreatitis_cat_06,2025-09-03,55.0,36.5,3,0,0,0,4.3
pancreatitis_cat_06,2025-09-04,118.9,30.2,3,0,0,2,4.2
pancreatitis_cat_06,2025-09-05,144.3,22.7,3,0,3,0,4.1
pancreatitis_cat_06,2025-09-06,100.5,37.6,2,0,1,2,4.05
pancreatitis_cat_06,2025-09-07,97.2,39.3,3,1,1,1,4.0
pancreatitis_cat_06,2025-09-08,82.5,51.8,1,1,0,2,3.9
pancreatitis_cat_06,2025-09-09,123.7,32.6,3,0,2,2,3.8
pancreatitis_cat_06,2025-09-10,78.3,59.1,3,0,1,1,3.7
pancreatitis_cat_06,2025-09-11,62.3,36.1,2,0,3,1,3.65
pancreatitis_cat_06,2025-09-12,149.1,56.3,3,1,1,1,3.55
pancreatitis_cat_06,2025-09-13,141.0,37.0,2,1,2,1,3.45
pancreatitis_cat_06,2025-09-14,64.5,45.8,3,0,0,2,3.4
pancreatitis_cat_06,2025-09-15,64.8,39.7,2,1,3,2,3.35
pancreatitis_cat_06,2025-09-16,99.7,41.6,1,0,3,2,3.25
pancreatitis_cat_06,2025-09-17,107.7,47.5,2,1,1,1,3.15
pancreatitis_cat_06,2025-09-18,121.2,28.3,2,1,0,2,3.1
pancreatitis_cat_06,2025-09-19,67.5,55.6,3,0,2,1,3.05
pancreatitis_cat_06,2025-09-20,91.7,33.6,2,0,0,2,2.95
pancreatitis_cat_06,2025-09-21,61.9,23.3,1,0,0,0,2.85
pancreatitis_cat_06,2025-09-22,121.2,30.2,1,1,2,0,2.75
pancreatitis_cat_06,2025-09-23,74.2,30.5,2,1,2,1,2.7
pancreatitis_cat_06,2025-09-24,53.9,24.4,1,0,2,0,2.65
pancreatitis_cat_06,2025-09-25,142.2,35.4,2,1,0,1,2.55
pancreatitis_cat_06,2025-09-26,57.9,39.7,1,1,1,1,2.5
pancreatitis_cat_06,2025-09-27,85.3,44.3,3,0,2,0,2.4
pancreatitis_cat_06,2025-09-28,87.4,56.2,3,0,1,2,2.3
pancreatitis_cat_06,2025-09-29,121.8,50.0,3,0,3,2,2.25
pancreatitis_cat_06,2025-09-30,140.7,29.2,2,1,2,2,2.2
pancreatitis_cat_07,2025-09-01,53.1,27.5,3,1,2,0,4.45
pancreatitis_cat_07,2025-09-02,61.0,38.5,2,0,0,0,4.4
pancreatitis_cat_07,2025-09-03,118.4,51.0,2,1,1,1,4.3
pancreatitis_cat_07,2025-09-04,119.1,40.9,1,1,1,1,4.25
pancreatitis_cat_07,2025-09-05,141.7,44.3,1,0,0,0,4.2
pancreatitis_cat_07,2025-09-06,56.5,55.8,3,0,3,1,4.15
pancreatitis_cat_07,2025-09-07,61.0,44.1,2,0,0,1,4.05
pancreatitis_cat_07,2025-09-08,114.4,43.5,2,0,2,2,4.0
pancreatitis_cat_07,2025-09-09,69.4,57.7,1,1,3,0,3.95
pancreatitis_cat_07,2025-09-10,111.4,57.0,2,1,0,0,3.9
pancreatitis_cat_07,2025-09-11,90.9,47.0,3,0,0,2,3.85
pancreatitis_cat_07,2025-09-12,99.2,55.3,2,1,1,2,3.8
pancreatitis_cat_07,2025-09-13,57.4,27.2,1,1,1,0,3.7
pancreatitis_cat_07,2025-09-14,78.5,34.3,1,1,0,2,3.65
pancreatitis_cat_07,2025-09-15,91.0,23.6,1,1,0,1,3.6
pancreatitis_cat_07,2025-09-16,135.9,38.0,2,0,2,0,3.55
pancreatitis_cat_07,2025-09-17,143.7,51.9,2,1,1,0,3.5
pancreatitis_cat_07,2025-09-18,130.5,42.2,2,0,2,1,3.45
pancreatitis_cat_07,2025-09-19,62.1,56.2,2,0,2,0,3.4
pancreatitis_cat_07,2025-09-20,59.1,20.9,2,1,2,2,3.35
pancreatitis_cat_07,2025-09-21,60.1,29.2,3,1,0,1,3.3
pancreatitis_cat_07,2025-09-22,134.9,43.0,3,1,1,1,3.25
pancreatitis_cat_07,2025-09-23,66.4,51.7,1,0,1,1,3.15
pancreatitis_cat_07,2025-09-24,93.9,32.7,1,1,1,0,3.1
pancreatitis_cat_07,2025-09-25,145.2,47.2,3,0,3,2,3.0
pancreatitis_cat_07,2025-09-26,135.8,55.3,2,0,2,0,2.95
pancreatitis_cat_07,2025-09-27,114.8,57.1,2,0,0,1,2.9
pancreatitis_cat_07,2025-09-28,86.7,42.2,1,0,0,2,2.85
pancreatitis_cat_07,2025-09-29,62.9,58.6,3,0,1,0,2.8
pancreatitis_cat_07,2025-09-30,83.1,41.7,1,0,2,2,2.75
pancreatitis_cat_08,2025-09-01,74.8,24.4,2,1,0,2,4.4
pancreatitis_cat_08,2025-09-02,91.5,59.5,2,0,1,2,4.35
pancreatitis_cat_08,2025-09-03,82.7,39.1,2,1,0,1,4.3
pancreatitis_cat_08,2025-09-04,67.7,56.5,2,0,0,1,4.2
pancreatitis_cat_08,2025-09-05,88.6,42.9,1,0,2,2,4.15
pancreatitis_cat_08,2025-09-06,72.3,54.6,3,1,2,1,4.1
pancreatitis_cat_08,2025-09-07,64.4,22.5,2,1,3,1,4.05
pancreatitis_cat_08,2025-09-08,67.3,35.3,1,1,0,0,3.95
pancreatitis_cat_08,2025-09-09,136.1,23.1,2,1,2,1,3.9
pancreatitis_cat_08,2025-09-10,78.0,20.1,3,1,2,1,3.8
pancreatitis_cat_08,2025-09-11,119.4,26.1,3,1,0,2,3.7
pancreatitis_cat_08,2025-09-12,138.2,59.6,2,1,2,0,3.6
pancreatitis_cat_08,2025-09-13,97.5,39.8,3,0,0,0,3.55
pancreatitis_cat_08,2025-09-14,71.0,25.1,2,1,2,1,3.45
pancreatitis_cat_08,2025-09-15,66.1,28.9,2,0,3,0,3.35
pancreatitis_cat_08,2025-09-16,108.3,59.2,2,1,1,2,3.25
pancreatitis_cat_08,2025-09-17,121.8,58.6,3,1,3,0,3.15
pancreatitis_cat_08,2025-09-18,117.2,42.8,1,1,0,2,3.05
pancreatitis_cat_08,2025-09-19,89.0,55.3,2,1,3,1,3.0
pancreatitis_cat_08,2025-09-20,133.2,20.2,3,0,1,2,2.95
pancreatitis_cat_08,2025-09-21,132.7,26.1,1,0,3,2,2.85
pancreatitis_cat_08,2025-09-22,64.3,34.5,1,1,3,2,2.75
pancreatitis_cat_08,2025-09-23,55.1,32.5,3,1,3,1,2.7
pancreatitis_cat_08,2025-09-24,59.0,42.7,1,1,3,2,2.6
pancreatitis_cat_08,2025-09-25,61.6,41.3,3,0,3,0,2.55
pancreatitis_cat_08,2025-09-26,115.5,45.9,3,0,2,0,2.45
pancreatitis_cat_08,2025-09-27,124.3,32.7,1,1,0,0,2.35
pancreatitis_cat_08,2025-09-28,133.4,36.9,2,1,2,2,2.25
pancreatitis_cat_08,2025-09-29,75.2,28.7,1,1,3,0,2.2
pancreatitis_cat_08,2025-09-30,146.8,27.8,2,0,0,1,2.1
pancreatitis_cat_09,2025-09-01,55.7,50.9,3,1,1,1,4.4
pancreatitis_cat_09,2025-09-02,68.1,24.6,3,1,2,0,4.35
pancreatitis_cat_09,2025-09-03,109.1,20.3,2,1,2,2,4.3
pancreatitis_cat_09,2025-09-04,54.9,20.1,3,0,1,1,4.25
pancreatitis_cat_09,2025-09-05,82.4,29.3,1,0,1,2,4.15
pancreatitis_cat_09,2025-09-06,144.2,47.8,3,0,2,2,4.1
pancreatitis_cat_09,2025-09-07,54.4,56.9,1,1,0,1,4.05
pancreatitis_cat_09,2025-09-08,99.0,52.4,1,1,2,1,4.0
pancreatitis_cat_09,2025-09-09,51.6,43.9,3,0,0,0,3.9
pancreatitis_cat_09,2025-09-10,123.9,47.3,2,0,2,1,3.85
pancreatitis_cat_09,2025-09-11,128.7,47.7,3,0,1,1,3.8
pancreatitis_cat_09,2025-09-12,131.0,26.8,2,0,3,0,3.7
pancreatitis_cat_09,2025-09-13,76.3,54.8,2,1,2,1,3.65
pancreatitis_cat_09,2025-09-14,89.2,41.4,2,1,2,1,3.6
pancreatitis_cat_09,2025-09-15,86.8,31.3,3,1,1,2,3.5
pancreatitis_cat_09,2025-09-16,50.3,43.7,1,0,0,2,3.4
pancreatitis_cat_09,2025-09-17,143.8,40.8,2,1,1,2,3.35
pancreatitis_cat_09,2025-09-18,66.3,56.3,3,0,3,2,3.3
pancreatitis_cat_09,2025-09-19,88.9,26.8,1,1,2,1,3.25
pancreatitis_cat_09,2025-09-20,66.5,57.2,1,0,0,2,3.15
pancreatitis_cat_09,2025-09-21,122.8,25.7,3,1,2,2,3.05
pancreatitis_cat_09,2025-09-22,126.8,26.6,3,1,0,2,3.0
pancreatitis_cat_09,2025-09-23,91.1,26.6,2,0,2,0,2.95
pancreatitis_cat_09,2025-09-24,89.7,41.9,3,1,3,0,2.85
pancreatitis_cat_09,2025-09-25,111.0,29.6,3,1,1,2,2.75
pancreatitis_cat_09,2025-09-26,68.0,31.5,2,1,2,0,2.7
pancreatitis_cat_09,2025-09-27,128.8,42.5,3,0,3,2,2.6
pancreatitis_cat_09,2025-09-28,140.5,28.9,3,0,1,2,2.5
pancreatitis_cat_09,2025-09-29,136.1,22.2,1,1,1,1,2.4
pancreatitis_cat_09,2025-09-30,103.1,47.0,2,1,1,1,2.3
pancreatitis_cat_10,2025-09-01,142.7,27.9,1,1,3,0,4.45
pancreatitis_cat_10,2025-09-02,86.1,24.5,3,1,3,1,4.4
pancreatitis_cat_10,2025-09-03,113.6,21.6,3,0,0,1,4.3
pancreatitis_cat_10,2025-09-04,91.1,39.1,2,1,0,0,4.25
pancreatitis_cat_10,2025-09-05,82.1,58.7,2,1,3,2,4.15
pancreatitis_cat_10,2025-09-06,63.0,53.9,1,0,2,1,4.05
pancreatitis_cat_10,2025-09-07,136.2,37.3,2,0,0,1,3.95
pancreatitis_cat_10,2025-09-08,78.1,57.9,3,0,3,2,3.9
pancreatitis_cat_10,2025-09-09,114.7,36.2,3,0,0,2,3.85
pancreatitis_cat_10,2025-09-10,110.1,23.3,2,0,3,2,3.8
pancreatitis_cat_10,2025-09-11,140.7,21.1,3,0,0,0,3.75
pancreatitis_cat_10,2025-09-12,61.3,50.4,2,1,0,0,3.7
pancreatitis_cat_10,2025-09-13,108.4,49.9,1,0,3,0,3.6
pancreatitis_cat_10,2025-09-14,71.8,59.6,3,1,0,2,3.55
pancreatitis_cat_10,2025-09-15,129.8,36.3,2,0,3,0,3.45
pancreatitis_cat_10,2025-09-16,110.8,23.0,1,1,0,2,3.4
pancreatitis_cat_10,2025-09-17,114.9,21.5,2,0,2,2,3.3
pancreatitis_cat_10,2025-09-18,116.3,47.6,2,1,2,1,3.2
pancreatitis_cat_10,2025-09-19,82.9,32.8,3,0,3,2,3.15
pancreatitis_cat_10,2025-09-20,81.0,48.5,1,1,2,1,3.05
pancreatitis_cat_10,2025-09-21,137.1,20.4,3,1,0,0,2.95
pancreatitis_cat_10,2025-09-22,98.4,39.5,2,1,3,1,2.9
pancreatitis_cat_10,2025-09-23,96.5,53.3,3,0,3,1,2.85
pancreatitis_cat_10,2025-09-24,80.1,59.8,1,0,0,2,2.75
pancreatitis_cat_10,2025-09-25,139.0,51.1,1,1,0,0,2.7
pancreatitis_cat_10,2025-09-26,84.4,32.9,2,1,3,2,2.6
pancreatitis_cat_10,2025-09-27,132.8,40.1,3,0,0,0,2.5
pancreatitis_cat_10,2025-09-28,100.8,36.6,1,1,1,2,2.45
pancreatitis_cat_10,2025-09-29,57.0,23.2,1,0,2,0,2.35
pancreatitis_cat_10,2025-09-30,143.9,45.7,2,0,2,2,2.3
pancreatitis_cat_11,2025-09-01,71.8,50.5,2,0,0,1,4.45
pancreatitis_cat_11,2025-09-02,91.0,26.8,2,0,1,2,4.35
pancreatitis_cat_11,2025-09-03,77.5,26.0,1,1,2,1,4.25
pancreatitis_cat_11,2025-09-04,125.0,25.8,2,1,0,0,4.2
pancreatitis_cat_11,2025-09-05,103.9,39.1,1,0,3,0,4.1
pancreatitis_cat_11,2025-09-06,71.4,58.5,1,0,0,2,4.05
pancreatitis_cat_11,2025-09-07,111.5,27.8,2,1,3,2,3.95
pancreatitis_cat_11,2025-09-08,76.0,52.3,2,1,0,0,3.85
pancreatitis_cat_11,2025-09-09,93.0,39.3,2,1,3,2,3.75
pancreatitis_cat_11,2025-09-10,109.5,58.4,1,0,1,2,3.65
pancreatitis_cat_11,2025-09-11,52.1,22.9,1,1,0,2,3.55
pancreatitis_cat_11,2025-09-12,100.3,34.4,3,1,2,2,3.5
pancreatitis_cat_11,2025-09-13,114.6,41.0,1,1,3,2,3.45
pancreatitis_cat_11,2025-09-14,67.8,44.3,3,1,0,0,3.4
pancreatitis_cat_11,2025-09-15,59.7,41.2,3,1,2,1,3.35
pancreatitis_cat_11,2025-09-16,131.1,55.1,2,0,0,2,3.25
pancreatitis_cat_11,2025-09-17,113.4,43.8,2,1,2,2,3.2
pancreatitis_cat_11,2025-09-18,70.9,58.8,1,0,2,2,3.1
pancreatitis_cat_11,2025-09-19,58.4,51.3,1,0,0,1,3.0
pancreatitis_cat_11,2025-09-20,84.5,54.2,3,0,0,2,2.9
pancreatitis_cat_11,2025-09-21,84.4,26.7,2,1,3,1,2.8
pancreatitis_cat_11,2025-09-22,147.7,35.8,2,1,1,2,2.7
pancreatitis_cat_11,2025-09-23,64.7,22.0,1,0,3,0,2.65
pancreatitis_cat_11,2025-09-24,136.8,49.5,2,0,0,1,2.6
pancreatitis_cat_11,2025-09-25,146.0,36.7,3,0,0,0,2.5
pancreatitis_cat_11,2025-09-26,110.0,52.2,2,0,2,1,2.4
pancreatitis_cat_11,2025-09-27,82.8,39.2,3,1,1,2,2.3
pancreatitis_cat_11,2025-09-28,87.3,35.8,2,0,0,0,2.2
pancreatitis_cat_11,2025-09-29,139.1,37.2,1,0,2,0,2.15
pancreatitis_cat_11,2025-09-30,111.8,41.6,1,0,3,2,2.05
pancreatitis_cat_12,2025-09-01,60.6,51.2,2,1,1,2,4.45
pancreatitis_cat_12,2025-09-02,94.9,34.8,3,0,1,1,4.4
pancreatitis_cat_12,2025-09-03,137.9,52.9,2,0,0,2,4.35
pancreatitis_cat_12,2025-09-04,61.9,24.0,1,0,2,0,4.3
pancreatitis_cat_12,2025-09-05,109.3,49.0,3,0,0,1,4.2
pancreatitis_cat_12,2025-09-06,137.6,35.9,1,1,2,1,4.1
pancreatitis_cat_12,2025-09-07,100.8,37.0,1,0,3,2,4.0
pancreatitis_cat_12,2025-09-08,129.8,41.2,2,1,2,0,3.95
pancreatitis_cat_12,2025-09-09,136.1,41.0,2,0,2,0,3.9
pancreatitis_cat_12,2025-09-10,76.2,53.7,1,1,0,1,3.8
pancreatitis_cat_12,2025-09-11,75.8,47.4,1,0,0,0,3.75
pancreatitis_cat_12,2025-09-12,67.2,46.8,3,1,2,1,3.7
pancreatitis_cat_12,2025-09-13,64.2,55.6,1,1,2,0,3.65
pancreatitis_cat_12,2025-09-14,90.5,37.4,2,0,3,2,3.6
pancreatitis_cat_12,2025-09-15,100.8,37.3,2,1,2,0,3.5
pancreatitis_cat_12,2025-09-16,141.0,36.9,1,0,2,0,3.4
pancreatitis_cat_12,2025-09-17,130.4,46.0,1,1,2,1,3.3
pancreatitis_cat_12,2025-09-18,64.3,51.6,3,0,2,0,3.2
pancreatitis_cat_12,2025-09-19,112.3,54.7,2,1,1,2,3.1
pancreatitis_cat_12,2025-09-20,57.4,21.2,2,1,2,0,3.05
pancreatitis_cat_12,2025-09-21,86.2,44.7,1,1,2,2,3.0
pancreatitis_cat_12,2025-09-22,105.0,34.0,3,0,0,0,2.9
pancreatitis_cat_12,2025-09-23,50.2,37.8,2,1,3,1,2.8
pancreatitis_cat_12,2025-09-24,93.8,50.6,3,0,3,1,2.7
pancreatitis_cat_12,2025-09-25,58.4,20.5,3,1,2,0,2.65
pancreatitis_cat_12,2025-09-26,66.6,23.3,1,1,3,1,2.55
