CatID,Date,Water(ml),Food(g),Urination,Defecation,Vomiting,Diarrhea,Weight(kg)
ckd_cat_02,2025-09-18,441.9,66.5,6,2,0,0,3.2
ckd_cat_02,2025-09-19,400.4,56.2,7,3,0,0,3.15
ckd_cat_02,2025-09-20,250.7,52.8,5,1,1,0,3.1
ckd_cat_02,2025-09-21,330.6,57.6,8,1,0,1,3.0
ckd_cat_02,2025-09-22,443.7,53.9,7,2,0,0,2.95
ckd_cat_02,2025-09-23,287.5,56.5,5,3,0,0,2.85
ckd_cat_02,2025-09-24,396.2,48.8,7,3,0,1,2.8
ckd_cat_02,2025-09-25,244.3,30.1,6,3,0,0,2.7
ckd_cat_02,2025-09-26,326.1,61.1,5,3,0,0,2.65
ckd_cat_02,2025-09-27,474.0,34.7,6,2,0,0,2.55
ckd_cat_02,2025-09-28,227.9,48.5,5,1,1,0,2.45
ckd_cat_02,2025-09-29,259.3,72.7,8,2,0,0,2.4
ckd_cat_02,2025-09-30,223.4,62.9,7,1,1,0,2.3
ckd_cat_03,2025-09-01,293.0,61.6,7,1,1,0,4.4
ckd_cat_03,2025-09-02,349.0,56.0,7,3,0,1,4.3
ckd_cat_03,2025-09-03,377.1,72.2,5,3,1,0,4.25
ckd_cat_03,2025-09-04,207.4,42.7,6,1,1,0,4.15
ckd_cat_03,2025-09-05,330.0,56.0,6,3,1,0,4.05
ckd_cat_03,2025-09-06,356.8,73.1,5,1,1,0,4.0
ckd_cat_03,2025-09-07,288.9,65.7,6,2,0,0,3.95
ckd_cat_03,2025-09-08,443.9,60.7,4,1,0,0,3.9
ckd_cat_03,2025-09-09,251.0,67.6,8,3,0,0,3.8
ckd_cat_03,2025-09-10,423.5,67.2,6,3,0,0,3.75
ckd_cat_03,2025-09-11,317.3,74.9,8,1,1,1,3.65
ckd_cat_03,2025-09-12,235.4,68.4,7,3,0,0,3.55
ckd_cat_03,2025-09-13,495.4,67.3,8,3,1,0,3.5
ckd_cat_03,2025-09-14,412.5,69.5,5,2,1,0,3.4
ckd_cat_03,2025-09-15,377.2,30.1,4,1,0,0,3.3
ckd_cat_03,2025-09-16,295.6,67.9,5,2,0,0,3.25
ckd_cat_03,2025-09-17,396.9,32.5,7,3,0,0,3.2
ckd_cat_03,2025-09-18,386.1,51.5,7,2,0,0,3.1
ckd_cat_03,2025-09-19,233.9,56.1,7,1,1,0,3.05
ckd_cat_03,2025-09-20,231.4,53.9,7,3,0,0,3.0
ckd_cat_03,2025-09-21,458.1,65.2,6,1,0,0,2.95
ckd_cat_03,2025-09-22,209.6,43.6,8,3,1,0,2.9
ckd_cat_03,2025-09-23,304.2,51.1,4,2,0,0,2.8
ckd_cat_03,2025-09-24,435.4,51.8,5,3,0,0,2.75
ckd_cat_03,2025-09-25,295.6,56.0,5,2,0,0,2.65
ckd_cat_03,2025-09-26,438.4,42.1,4,1,1,0,2.55
ckd_cat_03,2025-09-27,226.6,41.6,5,3,1,0,2.5
ckd_cat_03,2025-09-28,221.2,53.5,7,2,0,0,2.4
ckd_cat_03,2025-09-29,341.9,57.7,8,1,0,1,2.35
ckd_cat_03,2025-09-30,263.7,71.0,6,2,0,0,2.25
ckd_cat_04,2025-09-01,392.3,49.7,6,2,0,0,4.4
ckd_cat_04,2025-09-02,316.4,56.7,8,1,1,0,4.35
ckd_cat_04,2025-09-03,453.3,30.8,5,1,0,0,4.3
ckd_cat_04,2025-09-04,416.3,59.6,5,3,1,0,4.25
ckd_cat_04,2025-09-05,346.8,45.8,8,2,0,0,4.15
ckd_cat_04,2025-09-06,288.1,43.2,7,1,0,0,4.05
ckd_cat_04,2025-09-07,345.2,78.1,4,2,0,1,4.0
ckd_cat_04,2025-09-08,459.5,38.2,7,3,0,0,3.95
ckd_cat_04,2025-09-09,450.5,41.2,7,2,0,0,3.85
ckd_cat_04,2025-09-10,249.5,61.7,7,3,0,0,3.75
ckd_cat_04,2025-09-11,497.6,35.8,6,2,1,0,3.65
ckd_cat_04,2025-09-12,452.8,49.5,8,3,0,0,3.6
ckd_cat_04,2025-09-13,351.1,60.5,6,2,0,0,3.55
ckd_cat_04,2025-09-14,278.6,56.0,4,3,0,0,3.45
ckd_cat_04,2025-09-15,200.7,67.2,4,2,0,0,3.35
ckd_cat_04,2025-09-16,405.9,59.7,8,2,0,0,3.25
ckd_cat_04,2025-09-17,366.3,31.2,6,3,0,0,3.15
ckd_cat_04,2025-09-18,289.9,73.0,4,2,0,0,3.05
ckd_cat_04,2025-09-19,456.1,71.7,6,1,0,0,2.95
ckd_cat_04,2025-09-20,320.6,32.2,5,1,1,0,2.85
ckd_cat_04,2025-09-21,489.1,68.6,5,1,0,0,2.75
ckd_cat_04,2025-09-22,365.7,42.2,6,2,1,0,2.65
ckd_cat_04,2025-09-23,463.6,39.2,7,3,0,1,2.6
ckd_cat_04,2025-09-24,414.5,51.7,5,3,1,0,2.55
ckd_cat_04,2025-09-25,280.1,34.9,4,3,0,1,2.5
ckd_cat_04,2025-09-26,451.2,63.2,6,3,0,0,2.4
ckd_cat_04,2025-09-27,288.8,35.5,6,2,0,0,2.3
ckd_cat_04,2025-09-28,333.2,64.5,6,3,1,0,2.25
ckd_cat_04,2025-09-29,275.0,72.6,7,3,0,0,2.2
ckd_cat_04,2025-09-30,324.9,63.9,8,2,0,0,2.1
ckd_cat_05,2025-09-01,289.4,45.6,5,1,1,0,4.45
ckd_cat_05,2025-09-02,465.6,44.2,5,3,1,0,4.4
ckd_cat_05,2025-09-03,473.1,42.4,4,3,0,1,4.35
ckd_cat_05,2025-09-04,331.3,48.2,5,1,0,0,4.3
ckd_cat_05,2025-09-05,299.2,56.4,7,1,1,1,4.2
ckd_cat_05,2025-09-06,201.6,58.5,4,1,0,0,4.15
ckd_cat_05,2025-09-07,235.4,31.3,6,3,1,0,4.1
ckd_cat_05,2025-09-08,360.2,35.9,7,3,0,0,4.0
ckd_cat_05,2025-09-09,432.4,36.9,8,1,0,0,3.9
ckd_cat_05,2025-09-10,433.8,38.4,7,2,0,0,3.8
ckd_cat_05,2025-09-11,254.0,54.9,4,2,0,0,3.75
ckd_cat_05,2025-09-12,476.0,61.0,6,3,0,1,3.65
ckd_cat_05,2025-09-13,307.3,43.8,7,1,0,0,3.6
ckd_cat_05,2025-09-14,292.3,36.4,7,3,0,0,3.55
ckd_cat_05,2025-09-15,469.4,67.6,8,2,0,0,3.45
ckd_cat_05,2025-09-16,449.4,53.2,4,2,0,0,3.35
ckd_cat_05,2025-09-17,493.7,65.2,7,3,1,1,3.3
ckd_cat_05,2025-09-18,323.3,61.3,5,3,0,0,3.25
ckd_cat_05,2025-09-19,460.7,53.0,7,3,0,1,3.2
ckd_cat_05,2025-09-20,275.4,62.3,4,1,0,0,3.15
ckd_cat_05,2025-09-21,280.0,35.8,6,2,1,0,3.1
ckd_cat_05,2025-09-22,465.0,38.9,6,2,1,0,3.0
ckd_cat_05,2025-09-23,249.1,71.0,4,3,0,0,2.9
ckd_cat_05,2025-09-24,290.2,79.4,5,2,0,0,2.8
ckd_cat_05,2025-09-25,414.5,38.8,5,3,1,1,2.7
ckd_cat_05,2025-09-26,288.2,75.3,6,3,0,0,2.6
ckd_cat_05,2025-09-27,251.5,60.8,7,1,0,1,2.55
ckd_cat_05,2025-09-28,358.4,47.6,4,3,1,0,2.45
ckd_cat_05,2025-09-29,251.4,78.2,8,3,0,0,2.4
ckd_cat_05,2025-09-30,318.8,77.2,6,3,0,0,2.35
ckd_cat_06,2025-09-01,249.6,61.9,6,3,1,0,4.4
ckd_cat_06,2025-09-02,234.6,45.1,7,2,0,1,4.35
ckd_cat_06,2025-09-03,453.0,54.3,7,1,1,0,4.25
ckd_cat_06,2025-09-04,332.7,49.9,4,2,0,1,4.15
ckd_cat_06,2025-09-05,459.8,60.8,5,1,0,0,4.1
ckd_cat_06,2025-09-06,465.9,49.6,5,2,0,0,4.0
ckd_cat_06,2025-09-07,370.9,51.7,8,3,0,0,3.9
ckd_cat_06,2025-09-08,290.2,41.5,5,2,0,0,3.8
ckd_cat_06,2025-09-09,227.9,53.6,5,3,0,1,3.7
ckd_cat_06,2025-09-10,497.2,47.4,4,2,1,0,3.65
ckd_cat_06,2025-09-11,206.2,78.0,8,1,0,1,3.55
ckd_cat_06,2025-09-12,418.9,64.5,4,1,0,0,3.45
ckd_cat_06,2025-09-13,271.0,32.5,4,1,1,0,3.35
ckd_cat_06,2025-09-14,332.2,41.5,5,3,1,0,3.25
ckd_cat_06,2025-09-15,242.1,38.9,5,2,0,1,3.2
ckd_cat_06,2025-09-16,480.2,50.1,5,1,1,0,3.1
ckd_cat_06,2025-09-17,418.1,39.9,6,1,0,0,3.0
ckd_cat_06,2025-09-18,255.0,49.3,7,1,0,0,2.9
ckd_cat_06,2025-09-19,496.2,79.9,6,3,0,0,2.8
ckd_cat_06,2025-09-20,454.1,48.5,8,3,1,0,2.7
ckd_cat_06,2025-09-21,221.3,47.8,6,2,0,0,2.6
ckd_cat_06,2025-09-22,262.0,52.8,4,3,1,1,2.55
ckd_cat_06,2025-09-23,487.2,40.6,6,1,0,0,2.5
ckd_cat_06,2025-09-24,336.2,32.8,5,2,0,0,2.45
ckd_cat_06,2025-09-25,335.3,53.8,8,2,0,1,2.35
ckd_cat_06,2025-09-26,425.4,56.4,6,1,0,0,2.25
ckd_cat_06,2025-09-27,488.9,69.9,7,2,0,0,2.15
ckd_cat_06,2025-09-28,338.6,55.6,4,1,0,1,2.1
ckd_cat_06,2025-09-29,267.0,78.7,8,3,0,0,2.05
ckd_cat_06,2025-09-30,478.7,36.1,8,3,0,0,2.0
ckd_cat_07,2025-09-01,315.9,35.0,7,2,0,0,4.45
ckd_cat_07,2025-09-02,413.9,46.9,5,1,0,0,4.4
ckd_cat_07,2025-09-03,203.5,47.3,5,2,0,0,4.35
ckd_cat_07,2025-09-04,235.4,68.8,7,2,1,1,4.25
ckd_cat_07,2025-09-05,499.7,42.6,5,3,0,0,4.2
ckd_cat_07,2025-09-06,279.5,51.5,7,2,0,0,4.15
ckd_cat_07,2025-09-07,421.2,40.9,5,2,0,0,4.1
ckd_cat_07,2025-09-08,264.7,38.5,7,3,0,0,4.05
ckd_cat_07,2025-09-09,462.5,57.7,4,3,1,0,4.0
ckd_cat_07,2025-09-10,280.6,54.3,5,1,1,0,3.95
ckd_cat_07,2025-09-11,213.9,43.4,4,3,0,0,3.85
ckd_cat_07,2025-09-12,340.0,42.1,6,3,0,1,3.75
ckd_cat_07,2025-09-13,421.8,33.6,5,2,0,0,3.7
ckd_cat_07,2025-09-14,473.4,56.4,7,3,0,1,3.65
ckd_cat_07,2025-09-15,393.0,53.6,6,1,0,0,3.55
ckd_cat_07,2025-09-16,206.3,78.6,7,2,1,1,3.5
ckd_cat_07,2025-09-17,293.9,55.2,6,1,0,1,3.45
ckd_cat_07,2025-09-18,488.3,67.5,7,1,0,0,3.4
ckd_cat_07,2025-09-19,454.5,38.0,8,3,0,0,3.3
ckd_cat_07,2025-09-20,486.7,63.0,4,2,0,1,3.25
ckd_cat_07,2025-09-21,364.6,71.5,6,3,0,0,3.2
ckd_cat_07,2025-09-22,410.8,60.9,6,2,0,0,3.1
ckd_cat_07,2025-09-23,331.0,75.2,4,2,0,0,3.05
ckd_cat_07,2025-09-24,265.4,35.1,7,1,0,0,2.95
ckd_cat_07,2025-09-25,340.1,43.0,5,1,1,0,2.9
ckd_cat_07,2025-09-26,390.6,53.7,6,2,1,0,2.85
ckd_cat_07,2025-09-27,324.2,72.1,7,3,1,0,2.8
ckd_cat_07,2025-09-28,415.2,78.6,7,2,1,0,2.75
ckd_cat_07,2025-09-29,384.6,32.0,6,1,0,0,2.65
ckd_cat_07,2025-09-30,450.6,49.7,8,3,0,1,2.6
ckd_cat_08,2025-09-01,412.0,33.4,7,3,0,0,4.45
ckd_cat_08,2025-09-02,217.3,50.6,7,2,0,0,4.4
ckd_cat_08,2025-09-03,280.1,77.8,4,3,0,0,4.3
ckd_cat_08,2025-09-04,203.0,34.4,8,2,0,0,4.2
ckd_cat_08,2025-09-05,438.9,43.9,8,2,0,0,4.15
ckd_cat_08,2025-09-06,443.3,45.3,8,3,0,1,4.05
ckd_cat_08,2025-09-07,480.2,77.4,5,2,1,0,3.95
ckd_cat_08,2025-09-08,378.0,33.9,7,2,0,1,3.85
ckd_cat_08,2025-09-09,487.9,65.5,8,2,0,0,3.75
ckd_cat_08,2025-09-10,456.5,41.7,4,1,0,1,3.65
ckd_cat_08,2025-09-11,235.5,64.3,6,2,0,0,3.6
ckd_cat_08,2025-09-12,275.5,40.9,4,1,0,0,3.5
ckd_cat_08,2025-09-13,344.1,36.9,8,1,0,0,3.4
ckd_cat_08,2025-09-14,357.4,61.7,6,1,0,0,3.35
ckd_cat_08,2025-09-15,499.7,49.1,5,1,0,0,3.3
ckd_cat_08,2025-09-16,490.8,69.2,7,1,0,0,3.2
ckd_cat_08,2025-09-17,219.0,77.4,8,2,0,0,3.15
ckd_cat_08,2025-09-18,222.7,43.8,8,2,0,0,3.1
ckd_cat_08,2025-09-19,264.6,75.3,7,2,0,0,3.0
ckd_cat_08,2025-09-20,271.9,43.8,8,2,0,0,2.95
ckd_cat_08,2025-09-21,387.8,44.4,4,3,0,0,2.85
ckd_cat_08,2025-09-22,261.6,32.1,5,1,0,0,2.8
ckd_cat_08,2025-09-23,383.1,76.6,7,2,1,0,2.75
ckd_cat_08,2025-09-24,344.7,54.0,6,1,0,0,2.7
ckd_cat_08,2025-09-25,445.3,57.4,7,3,1,0,2.6
ckd_cat_08,2025-09-26,301.8,55.4,5,1,0,0,2.55
ckd_cat_08,2025-09-27,254.7,36.2,5,2,0,0,2.45
ckd_cat_08,2025-09-28,303.7,71.5,8,2,1,0,2.35
ckd_cat_08,2025-09-29,277.0,36.0,5,2,0,1,2.3
ckd_cat_08,2025-09-30,420.5,50.5,7,2,0,0,2.2
ckd_cat_09,2025-09-01,420.8,62.7,5,2,1,0,4.4
ckd_cat_09,2025-09-02,493.3,54.6,6,2,0,0,4.35
ckd_cat_09,2025-09-03,482.9,71.0,5,3,1,1,4.25
ckd_cat_09,2025-09-04,313.0,64.7,8,1,0,0,4.15
ckd_cat_09,2025-09-05,272.2,43.9,8,1,0,0,4.1
ckd_cat_09,2025-09-06,320.9,37.9,5,2,0,0,4.05
ckd_cat_09,2025-09-07,469.6,50.4,6,1,0,0,3.95
ckd_cat_09,2025-09-08,457.4,47.5,8,1,0,0,3.9
ckd_cat_09,2025-09-09,269.1,74.1,4,2,0,0,3.85
ckd_cat_09,2025-09-10,380.4,70.4,8,1,0,0,3.75
ckd_cat_09,2025-09-11,410.6,66.4,6,3,1,0,3.7
ckd_cat_09,2025-09-12,441.8,56.2,8,3,0,1,3.6
ckd_cat_09,2025-09-13,423.0,72.6,5,1,0,1,3.5
ckd_cat_09,2025-09-14,479.0,74.4,5,2,1,0,3.45
ckd_cat_09,2025-09-15,425.4,78.3,7,2,0,1,3.35
ckd_cat_09,2025-09-16,267.6,66.0,6,2,0,0,3.25
ckd_cat_09,2025-09-17,271.4,53.0,4,3,0,0,3.15
ckd_cat_09,2025-09-18,314.6,34.9,5,2,0,0,3.1
ckd_cat_09,2025-09-19,265.7,78.7,8,3,0,0,3.0
ckd_cat_09,2025-09-20,448.7,55.1,4,3,0,0,2.95
ckd_cat_09,2025-09-21,424.7,65.9,8,3,1,0,2.9
ckd_cat_09,2025-09-22,342.0,67.6,5,1,1,0,2.85
ckd_cat_09,2025-09-23,324.3,40.6,5,2,1,0,2.75
ckd_cat_09,2025-09-24,494.4,38.2,8,2,0,0,2.7
ckd_cat_09,2025-09-25,357.1,61.8,7,2,0,0,2.65
ckd_cat_09,2025-09-26,469.4,54.8,8,1,1,0,2.55
ckd_cat_09,2025-09-27,292.9,68.0,5,3,1,1,2.5
ckd_cat_09,2025-09-28,475.9,74.9,8,2,0,0,2.4
ckd_cat_09,2025-09-29,437.9,56.5,6,2,0,0,2.3
ckd_cat_09,2025-09-30,361.0,59.3,4,2,0,0,2.25
ckd_cat_10,2025-09-01,201.2,45.3,8,3,0,1,4.45
ckd_cat_10,2025-09-02,330.4,59.2,6,3,0,0,4.35
ckd_cat_10,2025-09-03,483.4,31.4,7,1,1,1,4.25
ckd_cat_10,2025-09-04,422.8,43.7,4,3,0,1,4.2
ckd_cat_10,2025-09-05,384.0,45.3,4,1,0,0,4.1
ckd_cat_10,2025-09-06,425.1,47.6,7,2,0,1,4.05
ckd_cat_10,2025-09-07,331.8,58.0,4,2,0,0,3.95
ckd_cat_10,2025-09-08,483.1,42.0,6,1,0,0,3.9
ckd_cat_10,2025-09-09,374.5,30.2,8,2,1,1,3.85
ckd_cat_10,2025-09-10,363.1,41.6,5,3,0,0,3.8
ckd_cat_10,2025-09-11,420.6,56.3,4,2,0,0,3.75
ckd_cat_10,2025-09-12,435.3,35.0,7,1,0,0,3.65
ckd_cat_10,2025-09-13,463.1,56.2,6,2,1,1,3.55
ckd_cat_10,2025-09-14,272.6,54.6,4,1,0,0,3.5
ckd_cat_10,2025-09-15,431.3,57.3,5,1,0,0,3.4
ckd_cat_10,2025-09-16,438.8,50.8,5,3,0,0,3.35
ckd_cat_10,2025-09-17,332.7,59.0,5,2,1,1,3.25
ckd_cat_10,2025-09-18,448.4,76.7,6,2,1,1,3.15
ckd_cat_10,2025-09-19,204.5,69.0,5,1,0,0,3.1
ckd_cat_10,2025-09-20,368.5,38.1,6,2,1,0,3.0
ckd_cat_10,2025-09-21,259.8,44.3,7,1,0,0,2.9
ckd_cat_10,2025-09-22,325.2,74.9,7,2,0,0,2.8
ckd_cat_10,2025-09-23,404.7,62.0,5,2,0,0,2.75
ckd_cat_10,2025-09-24,272.4,60.4,7,1,0,0,2.65
ckd_cat_10,2025-09-25,325.3,58.3,7,2,0,0,2.55
ckd_cat_10,2025-09-26,428.4,38.7,7,1,0,0,2.45
ckd_cat_10,2025-09-27,375.9,70.8,5,3,0,0,2.4
ckd_cat_10,2025-09-28,261.5,31.2,8,2,0,0,2.3
ckd_cat_10,2025-09-29,245.7,57.0,6,1,1,1,2.25
ckd_cat_10,2025-09-30,307.0,33.4,5,1,0,0,2.15
ckd_cat_11,2025-09-01,291.3,61.4,7,1,0,1,4.45
ckd_cat_11,2025-09-02,231.4,62.2,8,1,0,0,4.35
ckd_cat_11,2025-09-03,399.3,79.8,4,3,0,0,4.25
ckd_cat_11,2025-09-04,208.0,77.5,5,1,1,0,4.2
ckd_cat_11,2025-09-05,369.9,76.3,8,3,1,1,4.1
ckd_cat_11,2025-09-06,269.3,48.7,7,2,0,0,4.05
ckd_cat_11,2025-09-07,370.0,34.8,4,3,0,0,3.95
ckd_cat_11,2025-09-08,483.5,61.0,5,3,0,0,3.9
ckd_cat_11,2025-09-09,480.1,41.1,5,1,0,0,3.85
ckd_cat_11,2025-09-10,437.2,39.5,5,1,0,0,3.75
ckd_cat_11,2025-09-11,207.3,36.6,5,2,0,0,3.7
ckd_cat_11,2025-09-12,235.9,40.6,7,1,0,0,3.6
ckd_cat_11,2025-09-13,310.1,42.2,7,1,0,1,3.55
ckd_cat_11,2025-09-14,334.8,34.3,5,2,0,0,3.45
ckd_cat_11,2025-09-15,251.4,32.6,4,1,0,0,3.4
ckd_cat_11,2025-09-16,373.4,78.4,6,1,1,1,3.35
ckd_cat_11,2025-09-17,354.6,57.5,7,1,0,0,3.3
ckd_cat_11,2025-09-18,297.3,44.0,5,1,0,1,3.2
ckd_cat_11,2025-09-19,224.3,37.5,5,1,0,0,3.15
ckd_cat_11,2025-09-20,378.6,65.1,7,1,1,0,3.05
ckd_cat_11,2025-09-21,340.8,60.0,4,3,1,0,2.95
ckd_cat_11,2025-09-22,342.1,63.6,7,2,0,0,2.9
ckd_cat_11,2025-09-23,490.3,69.6,4,2,1,0,2.8
ckd_cat_11,2025-09-24,343.0,42.3,4,2,0,1,2.75
ckd_cat_11,2025-09-25,249.5,79.7,5,2,0,0,2.7
ckd_cat_11,2025-09-26,415.5,53.3,6,3,0,0,2.6
ckd_cat_11,2025-09-27,422.0,45.8,5,1,0,1,2.5
ckd_cat_11,2025-09-28,230.5,73.2,7,1,0,1,2.4
ckd_cat_11,2025-09-29,239.0,31.9,6,2,0,0,2.3
ckd_cat_11,2025-09-30,285.8,30.4,4,2,1,0,2.2
ckd_cat_12,2025-09-01,274.9,60.7,6,1,0,0,4.4
ckd_cat_12,2025-09-02,241.5,76.2,4,3,0,0,4.3
ckd_cat_12,2025-09-03,279.0,41.0,5,3,0,0,4.2
ckd_cat_12,2025-09-04,464.4,66.6,7,1,1,0,4.15
ckd_cat_12,2025-09-05,368.9,75.3,5,1,1,0,4.05
ckd_cat_12,2025-09-06,422.3,74.5,5,2,1,0,4.0
ckd_cat_12,2025-09-07,284.4,34.8,4,1,0,1,3.9
ckd_cat_12,2025-09-08,260.7,50.0,6,2,0,0,3.85
ckd_cat_12,2025-09-09,287.0,57.8,6,2,1,0,3.75
ckd_cat_12,2025-09-10,428.1,38.8,6,1,1,1,3.7
ckd_cat_12,2025-09-11,278.1,49.3,8,3,0,0,3.6
ckd_cat_12,2025-09-12,399.9,37.5,6,2,0,0,3.55
ckd_cat_12,2025-09-13,332.1,78.1,8,1,0,1,3.5
ckd_cat_12,2025-09-14,249.6,34.0,7,1,0,1,3.4
ckd_cat_12,2025-09-15,364.5,43.8,5,1,0,0,3.35
ckd_cat_12,2025-09-16,259.6,31.4,6,2,0,0,3.25
ckd_cat_12,2025-09-17,495.8,51.5,8,3,0,0,3.15
ckd_cat_12,2025-09-18,493.1,42.1,6,1,0,1,3.05
ckd_cat_12,2025-09-19,400.2,65.9,5,2,0,0,2.95
ckd_cat_12,2025-09-20,420.3,48.3,4,3,0,0,2.9
ckd_cat_12,2025-09-21,418.4,48.7,5,3,0,0,2.8
ckd_cat_12,2025-09-22,353.7,31.8,7,2,0,0,2.75
ckd_cat_12,2025-09-23,314.3,79.8,7,2,1,0,2.7
ckd_cat_12,2025-09-24,488.7,36.8,4,2,1,0,2.65
ckd_cat_12,2025-09-25,391.8,34.3,8,3,0,0,2.55
ckd_cat_12,2025-09-26,313.2,75.0,4,2,0,0,2.5
ckd_cat_12,2025-09-27,381.5,40.9,4,2,0,1,2.45
ckd_cat_12,2025-09-28,313.5,50.9,8,1,0,0,2.35
ckd_cat_12,2025-09-29,384.7,57.6,4,2,0,0,2.25
ckd_cat_12,2025-09-30,366.4,45.0,8,3,0,1,2.15
ckd_cat_13,2025-09-01,206.9,45.5,6,2,0,0,4.45
ckd_cat_13,2025-09-02,450.5,48.6,5,2,0,0,4.4
ckd_cat_13,2025-09-03,267.1,66.0,4,2,1,0,4.3
ckd_cat_13,2025-09-04,317.4,48.5,7,3,0,0,4.25
ckd_cat_13,2025-09-05,360.8,64.3,6,3,0,0,4.2
ckd_cat_13,2025-09-06,224.6,68.1,6,3,1,0,4.1
ckd_cat_13,2025-09-07,446.2,63.8,4,1,0,0,4.05
ckd_cat_13,2025-09-08,323.8,51.0,7,3,0,0,3.95
ckd_cat_13,2025-09-09,487.5,52.7,8,2,0,1,3.85
ckd_cat_13,2025-09-10,474.0,47.4,4,1,0,0,3.75
ckd_cat_13,2025-09-11,434.1,36.9,8,2,0,0,3.65
ckd_cat_13,2025-09-12,449.7,39.9,6,1,1,1,3.55
ckd_cat_13,2025-09-13,295.4,45.3,6,1,1,0,3.5
ckd_cat_13,2025-09-14,289.7,64.1,7,1,0,1,3.45
ckd_cat_13,2025-09-15,364.2,53.9,8,1,0,1,3.35
ckd_cat_13,2025-09-16,406.1,51.0,8,2,0,0,3.25
ckd_cat_13,2025-09-17,409.6,73.6,7,1,0,0,3.2
ckd_cat_13,2025-09-18,361.2,67.9,6,1,0,0,3.15
ckd_cat_13,2025-09-19,333.8,58.8,8,1,0,0,3.1
ckd_cat_13,2025-09-20,211.5,60.6,4,3,0,1,3.05
ckd_cat_13,2025-09-21,211.9,63.6,4,2,0,1,2.95
ckd_cat_13,2025-09-22,242.0,75.5,4,3,0,0,2.85
ckd_cat_13,2025-09-23,498.5,48.0,8,2,0,0,2.8
ckd_cat_13,2025-09-24,249.5,63.2,6,1,0,0,2.7
ckd_cat_13,2025-09-25,372.5,65.6,6,1,0,0,2.6
ckd_cat_13,2025-09-26,484.6,46.8,7,3,0,0,2.5
